[0:00:12] ちくお: っわこらだ
[0:39:31] a_mitsuki: は？
[0:39:31] rito1725: ？
[0:39:31] fenekkunnohito: 確かに人外だからね
[0:39:31] neu_rose: は？
[0:39:31] amaebi____: 嘘つけ
[0:39:32] とりーーも: ｗｗ
[0:39:32] くろざき: あ
[0:39:32] ひじき100: 7代目だもんね
[0:39:32] ごびょう: あぁ……w
[0:39:32] yamugon09: は？？
[0:39:32] koyaren: あ
[0:39:32] いる1023: ふーん
[0:39:32] スカイウリ: ？？？？
[0:39:32] winwindows01: ？？？？
[0:39:32] 角角家: www
[0:39:32] 鳥野郎の蘭: うわ
[0:39:33] kiminonamo: え？
[0:39:33] かりんりんだよぅ: ？？？
[0:39:33] ディンダン: え
[0:39:33] Suima2525: www
[0:39:33] tadano_sjk: ？？？
[0:39:33] kuuhaku417: きっつ
[0:39:33] panndaman1: ？？？
[0:39:33] shi_n_tou: おー
[0:39:33] evacoler: 緑は怪物しってんのかな？
[0:39:33] isukan2: あ
[0:39:34] huwapan: ？？？
[0:39:34] らむねーど: え？
[0:39:34] ks203509: は？
[0:39:34] santa0218: 79でしょ？
[0:39:34] もんじゃ焼きたべたい: ？？
[0:39:34] ゆんちゃん〇: 詐欺罪で逮捕
[0:39:34] peace3511: ？？？
[0:39:34] remiiiii_28: ？？？？？？
[0:39:34] dokokara_dokomade: あ
[0:39:34] r0_0Ru_ruru: あ
[0:39:35] ssnyzk: 青の洞窟？
[0:39:35] しおん1001: そっかー
[0:39:35] 星空くん: え
[0:39:35] an_do121: え
[0:39:35] をぺ: 今北わこらだ
[0:39:35] nekomoti1: ？？？？
[0:39:36] _こっぺぱん: …
[0:39:36] rin12027: そんときは？
[0:39:36] ろーが: 緑くんのほうが大人だね
[0:39:36] 梨一: え？w
[0:39:36] tukuyomi513: www
[0:39:36] usamaru_01: 都合いいな
[0:39:36] rk_ne4rl: wwww
[0:39:36] kuensa: 40じゃ？
[0:39:36] xxx4nthemxxx: www
[0:39:36] らむねーど: ？？？
[0:39:36] shi__yu_: ？？？？
[0:39:36] kennto0121: ？
[0:39:37] monatto__: ？
[0:39:37] れなぽんぽん: いやかわいすぎるんよ
[0:39:37] ほいほい511: ？？？？？
[0:39:37] スパーズ: HeyGuys
[0:39:37] 鳥野郎の蘭: ？？
[0:39:37] koyaren: え？
[0:39:37] Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[0:39:37] rokata_lota: ？？？
[0:39:38] piisuke0428: ？？？？
[0:39:38] kopepe_: やっぱ人外じゃん
[0:39:38] shirororororo08: ？？？
[0:39:38] aro_2111: どりみー可愛い
[0:39:38] しおん1001: あーね
[0:39:38] coarinko: 若返るの？
[0:39:38] ruchi_13: wwwww
[0:39:38] ramunemacha: 30代前半でも可愛ければよき
[0:39:38] 無限叉焼炒飯定食: ？？？？
[0:39:38] mizuno0624: それ分譲
[0:39:39] オデち: www
[0:39:39] 鉛筆びー: は？？？
[0:39:39] amaebi____: おじいちゃんだろ
[0:39:39] しのんの: ｗｗｗｗ
[0:39:39] dokokara_dokomade: wwwwww
[0:39:39] kabutogani290: ｗｗｗ
[0:39:39] ゆきとよ: それ分譲ｗｗｗ
[0:39:39] あげだし丸: さっきは2歳って…
[0:39:39] ごびょう: ？？？？？？
[0:39:39] pepettochan: ？
[0:39:39] yona_0724: www
[0:39:39] にゃんねね: ？？？？
[0:39:39] くろざき: ？？？
[0:39:39] natu725: ？
[0:39:39] なん69: ？？？
[0:39:40] ayunosioyaki0223: まじで言ってる？？
[0:39:40] yururano_0: www
[0:39:40] kakeru0931: ？
[0:39:40] ifo_tsusufu: それは分譲
[0:39:40] ssnyzk: それ分譲
[0:39:40] しなやかしょうゆ: ？？？？
[0:39:40] ごんのすけ: radaoHatena radaoHatena radaoHatena
[0:39:40] 燐だよ: wwwwww
[0:39:40] しおん1001: さすがやん
[0:39:41] inasaku1739: 勝手に若返るな
[0:39:41] 厄介: あ
[0:39:41] もんじゃ焼きたべたい: 怪物は？
[0:39:41] an_do121: wwwwwwwww
[0:39:41] ディンダン: www
[0:39:41] sarami_33: www
[0:39:41] junjun_911: 仮面ライダーアギトが何言ってんだ
[0:39:41] gungnill: wwwwww
[0:39:41] りらりらりら: ？？？
[0:39:42] bloccolieee: それは人外状態の年齢だろ
[0:39:42] roy_rag: 分譲w
[0:39:42] bakura1244: wwww
[0:39:42] オクタ: wwwww
[0:39:42] まっちゃくんん: それ分譲
[0:39:42] 8分19秒: 可変式年齢？
[0:39:43] tukuyomi513: wwwwww
[0:39:43] mitora2916: それ分譲
[0:39:43] らむねーど: じゃあOKか
[0:39:43] mamed790312: 群青は自分も知らん
[0:39:43] neu_rose: つまりらだおはそのうち消えるの？
[0:39:43] ramune_ko___: www
[0:39:43] おやじちゃん: マウントとれるね
[0:39:43] いのりさん: それ分譲
[0:39:43] sigumo_yuka: え？？かわいい
[0:39:43] hi_oyu: ？？
[0:39:43] koniro_: ？
[0:39:44] hihou010818: 年齢可変式やめろ
[0:39:44] ドコサヘキサエン: wwwwwwwwww
[0:39:44] hibiki325: 分譲ｗｗ
[0:39:44] まちばり42: それ分譲
[0:39:44] ponkichi1228: ？
[0:39:44] 縮緬雑魚: 分譲マンションｗｗｗ
[0:39:45] bzvnj: 分譲やな
[0:39:45] 角角家: wwww
[0:39:45] ichigomilk_252: wwwwww
[0:39:45] coarinko: 何がオッケーなんだよww
[0:39:45] くろざき: wwwwwww
[0:39:45] 藤之助: やっぱ人外
[0:39:45] taimeshi3: vtuberみたい
[0:39:45] suna0056: 多分漢字読めないだけ
[0:39:46] ekf4hamada: それ分譲
[0:39:46] hotaru3301: 分譲
[0:39:46] usamaru_01: wwwwwwwwww
[0:39:47] kiminonamo: wwwwww
[0:39:47] r1n_t: それ分譲
[0:39:47] のこ汰: wwww
[0:39:47] beta97_: 多重人格ですか？
[0:39:47] amaebi____: wwwwwwww
[0:39:47] ろーが: それ分譲
[0:39:48] しおん1001: www
[0:39:48] やくとみ: あ
[0:39:48] evacoler: それ分譲
[0:39:49] sakasa_n: wwwww
[0:39:49] ひのした: 歌のこと言ったれ
[0:39:50] kopepe_: wwwwwwww
[0:39:50] remiiiii_28: wwwwwwww
[0:39:50] panndaman1: wwwwww
[0:39:50] piisuke0428: w
[0:39:50] プムプムポリン: wwww
[0:39:50] こぺと: www
[0:39:51] mozuku_0505: wwwww
[0:39:51] ruchi_13: 草
[0:39:51] toma1685: 夜遊びしてるか聞け
[0:39:51] shi__yu_: wwww
[0:39:51] crowsuke96: ｗｗｗｗｗｗｗｗｗｗ
[0:39:51] siki49: え
[0:39:51] ayunosioyaki0223: wwwwwwwww
[0:39:51] hi_oyu: 分譲やん
[0:39:51] らむねーど: 分譲
[0:39:52] くろやぎちゃん: w
[0:39:52] tamagocom: w
[0:39:52] shilva_0: wwwwww
[0:39:52] ichinomyo_taro: www
[0:39:52] かしぱん_: wwwwww
[0:39:53] pasu0764: www
[0:39:53] ishicoro_coro_coro: www
[0:39:53] 角角家: 分譲
[0:39:53] koniro_: wwwwwwwwwww
[0:39:53] かなるる: 分譲
[0:39:53] sheep_moko: www
[0:39:53] nashu_noike: wwwwww
[0:39:54] カナバ: 分譲w
[0:39:54] nobume0v0: www
[0:39:54] ぎょろっとみかん: wwwwww
[0:39:54] rk_ne4rl: 分譲wwww
[0:39:54] amaebi____: wwwwww
[0:39:54] オデち: wwwww
[0:39:54] わかめご飯: www
[0:39:54] sunomono8: wwwwwwwwwwwwww
[0:39:54] ごびょう: おもろいwww
[0:39:54] shirororororo08: 分譲ww
[0:39:54] main94: ｗｗｗｗｗ
[0:39:54] 狐日和2014: みどりくんはいいの疎くて
[0:39:55] puru_tabu25: wwww
[0:39:55] もんじゃ焼きたべたい: wwwwww
[0:39:55] mirinchanda: wwwww
[0:39:55] るきち: wwwwwwww
[0:39:55] ルロア: wwwwwwwwww
[0:39:55] vananua: それ分譲www
[0:39:55] kyouka_ky: wwwwww
[0:39:56] coarinko: 分譲だよw
[0:39:56] 紅茶まみれ: wwww
[0:39:56] kiriru2525: 最近知ったからって
[0:39:56] sjindoa: wwwwwwwwww
[0:39:56] スカイウリ: それ分譲
[0:39:56] ずつうがいたい: wwww
[0:39:56] mokkun_fesiro: 怪獣の花唄
[0:39:56] みずい1472: 可愛い
[0:39:56] ponkichi1228: 分譲
[0:39:56] a_mitsuki: wwww
[0:39:56] emitsubo723: 分譲w
[0:39:56] nyakku0720: www
[0:39:56] しなやかしょうゆ: それは分譲
[0:39:56] D_Gray_k: 分譲は草だよ笑笑
[0:39:57] nankanohasikko: wwwwwwwww
[0:39:57] ろみ_63: wwwwwww
[0:39:57] an_do121: wwwww
[0:39:57] aika21: wwwww
[0:39:57] くろやぎちゃん: wwww
[0:39:57] おじょーー: wwwww
[0:39:57] tanuki_pan: 分譲住宅
[0:39:58] yasino1504: wwww
[0:39:58] 雪狐0143: それ分譲
[0:39:58] carbonara10: wwwwww
[0:39:58] pepettochan: wwww
[0:39:59] やくとみ: みどりくん可愛い
[0:39:59] ろーが: みどりくん曲聞かなそう
[0:39:59] もんじゃ焼きたべたい: おもろ
[0:39:59] まぐろォ: ｗｗｗｗｗ
[0:39:59] オクタ: wwwwwwww
[0:39:59] ゆんちゃん〇: 群青日和しか知らねえ
[0:39:59] らむねーど: 最近じゃねーぞ
[0:39:59] しらたま団子: それは分譲ｗｗｗ
[0:40:00] ディンダン: wwwwwww
[0:40:01] osato9654: wwww
[0:40:01] いる1023: wwwwwwwwwwww
[0:40:01] riira0107: wwwwww
[0:40:02] らむだむ: みどりくん流行り全く知らなさそう
[0:40:02] ギンナン: ww
[0:40:02] にわすずめ: wwwww
[0:40:03] miki___24: wwwwww
[0:40:03] ruan_mt9: 草
[0:40:03] にゃんねね: 分譲？
[0:40:04] kiriru2525: ｗｗｗｗｗ
[0:40:05] ひのした: wwwwwwwwww
[0:40:05] スカイウリ: みどりくんは面白いなぁーw
[0:40:06] 哀れな人の子: www
[0:40:06] 鉛筆びー: wwwwwww
[0:40:06] am4kumo: wwwwww
[0:40:07] もんじゃ焼きたべたい: かわいーん
[0:40:07] ayunosioyaki0223: wwww
[0:40:07] siki49: 分譲住宅やん
[0:40:08] 無限叉焼炒飯定食: みどりくんは可愛いから許される
[0:40:09] kuuhaku417: 分譲www
[0:40:10] remiiiii_28: wwwwwwwww
[0:40:10] ずつうがいたい: wwwww
[0:40:11] yururano_0: wwwwwww
[0:40:12] ﾅﾏﾁｬ: www
[0:40:12] m915_r: ｗｗｗｗｗｗ
[0:40:12] 梨一: おもしろすぎるw
[0:40:13] aro_2111: www
[0:40:13] gztex5: wwwwww
[0:40:15] ゆきとよ: 腹痛い
[0:40:16] 田中弐号機: www
[0:40:16] mizyu26: YOASOBI知ってるか聞いて
[0:40:16] coarinko: みどりくんかわいーん
[0:40:16] ほしみあ: www
[0:40:16] oo1016: センス◎
[0:40:17] tukuyomi513: w
[0:40:18] koruria: wwww
[0:40:20] minto13579: ｗｗｗｗｗｗｗｗ
[0:40:21] piisuke0428: www
[0:40:21] a_mitsuki: 分譲マンションは草
[0:40:24] evacoler: 廻廻奇譚は？
[0:40:24] アストモ: ww
[0:40:28] gungnill: 譲るなwww
[0:40:31] みずい1472: らっだあより面白いね
[0:40:37] ayunosioyaki0223: あーあ
[0:40:37] mizuno0624: みどりくんワンチャンYOASOBIすら知らない説まであるぞ
[0:40:38] kiriru2525: めんど
[0:40:38] crowsuke96: いわれてるぞ
[0:40:38] 梨一: あ
[0:40:39] やくとみ: 既にアーカイブ見直したいわ
[0:40:39] bota111: マスター？？
[0:40:41] rokata_lota: あ
[0:40:42] dokokara_dokomade: 実家？
[0:40:45] inasaku1739: 粉雪は？
[0:40:46] 燐だよ: ？
[0:40:46] いのりさん: ニコニコじゃん
[0:40:47] オクタ: back numberの怪盗は？
[0:40:49] cur4kk: うわつよみかた
[0:40:51] nin__zin202: 今北産業
[0:40:52] もんじゃ焼きたべたい: ＹＯＡＳＯＢＩ知らない説
[0:40:53] ayunosioyaki0223: 誰？
[0:40:54] あらんえむかーびぃ: ずーっと実家帰らんやん
[0:40:54] poteito: 実家いくつ持ってるの？
[0:40:56] hi_oyu: 帰らんやん
[0:40:56] 梨一: 誰だよ
[0:40:57] ディンダン: あ
[0:41:00] 星空くん: みどりくんジブ好きじゃなくてジブ上手いの草
[0:41:01] オデち: 実家弱体化されちゃったもんな
[0:41:02] ssnyzk: CRカップ0キルマン？
[0:41:02] kennto0121: 帰れ
[0:41:03] ごびょう: 定期的に帰れよ
[0:41:04] inasaku1739: 実家臭そう
[0:41:05] tokotto: 実家捨てるの得意だもんね
[0:41:05] らむねーど: だれー？
[0:41:07] coarinko: あ
[0:41:08] crowsuke96: ニコニコ＝ガスおじ
[0:41:08] kakeru0931: ニコニコも実家でガスおじも実家かぁ
[0:41:10] tanuki_pan: 実家がたくさんある複雑な家庭
[0:41:11] ramunemacha: 誰？
[0:41:11] あげだし丸: 帰ることのない実家ね
[0:41:14] kopepe_: らだおくん;;
[0:41:14] tubaki__hana: 実家っていって捨てるんだろ？
[0:41:14] ゆんちゃん〇: とろーる
[0:41:15] koyaren: がしょーーん
[0:41:22] みつおうぎ: 厳しいねぇ
[0:41:25] 鉛筆びー: がしょーん
[0:41:32] ayunosioyaki0223: うまい
[0:41:36] 蛍_: うま
[0:41:37] ディンダン: うま
[0:41:37] kiriru2525: 球がない
[0:41:37] みつおうぎ: うっま
[0:41:37] 星空くん: うま
[0:41:39] oyu_0525: わこらだ
[0:41:39] Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[0:41:39] mizuno0624: おー
[0:41:40] nobume0v0: 弾ない
[0:41:40] くろざき: うま
[0:41:41] 8分19秒: らっだぁのらだおくん呼びってみどりくん発祥だっけ？
[0:41:41] にゃんねね: うま
[0:41:41] dokokara_dokomade: おー
[0:41:41] sunomono8: うま
[0:41:42] みずい1472: また捨てる実家が増えた…
[0:41:44] 梨一: つよい
[0:41:45] にわすずめ: うま
[0:41:46] an_do121: つよー
[0:41:46] 雪狐0143: ないす
[0:41:46] kiminonamo: うま
[0:41:47] rito1725: うっま
[0:41:47] tukuyomi513: おー
[0:41:47] ギンナン: ないす
[0:41:48] toma_neko: うま
[0:41:48] pepettochan: うま
[0:41:48] くろざき: ないす
[0:41:49] amaebi____: うっま
[0:41:49] coarinko: うま
[0:41:50] yuzu0331: うま
[0:41:50] kiriru2525: おー
[0:41:51] かなるる: うま
[0:41:52] tukuyomi513: うま
[0:41:53] 銀河ポテト: うま
[0:41:53] piisuke0428: ナイス
[0:41:54] panndaman1: うま
[0:41:54] yuiponzusuki: ないす
[0:41:56] あしゅ_1127_: わこらだ
[0:41:57] 鳥野郎の蘭: ないすぅ
[0:42:00] yamugon09: うま
[0:42:02] isukan2: うま
[0:42:03] mamemoti_: うまぁ
[0:42:04] dokokara_dokomade: ないすぅー
[0:42:04] まちばり42: ないすぅ
[0:42:04] しかくのさんかく: うま
[0:42:05] 梨一: ないすー
[0:42:05] みつおうぎ: ないすぅ
[0:42:05] tanuki_pan: radaoNice radaoNice radaoNice
[0:42:06] dokukinoco: ないっすぅ
[0:42:06] ぎょろっとみかん: ないすー
[0:42:06] もんじゃ焼きたべたい: うまいん
[0:42:07] ディンダン: うっま
[0:42:07] owlf_edamame: わこらだ
[0:42:07] ichinomyo_taro: うま
[0:42:07] D_Gray_k: ないすー
[0:42:08] tukuyomi513: ないすぅー
[0:42:10] れなぽんぽん: うまい
[0:42:10] ramunemacha: うめ
[0:42:11] kiriru2525: うっま
[0:42:11] オクタ: かちぃ
[0:42:11] 星空くん: ナイス
[0:42:15] 銀河ポテト: radaoNice
[0:42:16] nobume0v0: ないす
[0:42:16] toma_neko: ないす
[0:42:17] coarinko: ないす
[0:42:19] koyaren: ないす
[0:42:20] amaebi____: ないす
[0:42:20] kiminonamo: ないす
[0:42:21] ゆききなこ: ないす
[0:42:22] pepettochan: ないす
[0:42:22] ramunemacha: ないすー
[0:42:23] かなるる: ないす
[0:42:23] panndaman1: ないす
[0:42:23] スカイウリ: 急に上手いやん
[0:42:24] tanuki_pan: マウス練習中だぞ
[0:42:26] もんじゃ焼きたべたい: ないす
[0:42:27] piisuke0428: うま！
[0:42:27] 田中弐号機: radaoNice radaoNice
[0:42:28] にゃんねね: ｶﾁｨ
[0:42:28] kiriru2525: カチ
[0:42:33] ame_ume: ないす
[0:42:36] sigumo_yuka: うますぎ
[0:42:37] heruniaaa: わこらだ
[0:42:37] そおお: ないす
[0:42:39] Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[0:42:39] kotehan31415: こんとんじょのいこ
[0:42:45] ayunosioyaki0223: ﾊｧｰｲ
[0:42:46] daisy1717: !member
[0:42:47] mamemoti_: ﾊｰｲ
[0:42:47] みつおうぎ: みどりくんかわいい
[0:42:47] tanuki_pan: 朝までやろー
[0:42:50] sherry_2020: わこらだ
[0:42:50] スカイウリ: 好き嫌いしないの!
[0:42:52] kiriru2525: かわいーん
[0:42:53] ramunemacha: ウィングマンいけ
[0:42:53] owlf_edamame: みどりくんいる！
[0:42:54] めかぶたろう: わこらだ20万人おめでとやで
[0:42:55] もんじゃ焼きたべたい: ﾊｰｲ
[0:42:55] annko2525: わこらだ
[0:42:55] かなるる: ﾊｧｰｲ
[0:42:55] dokokara_dokomade: www
[0:42:56] くろかんてん: くろかんてん subscribed at Tier 3. They've subscribed for 5 months, currently on a 5 month streak! 
[0:42:58] koniro_: かわわ
[0:42:59] みつおうぎ: お？
[0:43:00] torafuku59: だれがいるの？
[0:43:00] coarinko: かわいーん
[0:43:00] kafemoka_0401: わこらだ
[0:43:01] にわすずめ: かわいーん
[0:43:02] bota111: みどりくん
[0:43:04] dokukinoco: わかる
[0:43:04] kiminonamo: がんばえ〜
[0:43:05] kkotarou1204: ﾊｧｰｲ
[0:43:06] しのんの: わかる
[0:43:07] piisuke0428: 頑張れー
[0:43:08] かしぱん_: わかる
[0:43:09] ナラ抹茶: わこらだ
[0:43:09] 梨一: wwww
[0:43:09] miki___24: わかる
[0:43:09] r1n_t: わかる
[0:43:10] ずれ: w
[0:43:10] shi_n_tou: あー
[0:43:10] ayunosioyaki0223: あーwww
[0:43:10] noririnmonrou: わかる
[0:43:11] haru_anura: わかる
[0:43:11] kai_4869: 確かにw
[0:43:11] オデち: あーw
[0:43:11] もんじゃ焼きたべたい: わかる
[0:43:12] ドコサヘキサエン: www
[0:43:12] shi_n_tou: わかる
[0:43:12] mikan_san: そうね
[0:43:12] れなぽんぽん: たしかにwwww
[0:43:13] koniro_: わかる
[0:43:13] sunomono8: wwwwww
[0:43:13] bota111: わかる
[0:43:13] まちばり42: あれこわい
[0:43:14] yona_0724: あーw
[0:43:14] スカイウリ: わかる
[0:43:14] piisuke0428: w
[0:43:14] an_do121: あーｗ
[0:43:15] poteito: 勝手に代弁しないで
[0:43:16] nankanohasikko: サムネで叫んでそう
[0:43:16] dokokara_dokomade: え
[0:43:17] kiriru2525: わかる
[0:43:17] ikinari_dango: わかる
[0:43:18] くろざき: わかる
[0:43:19] shi_n_tou: でも見ちゃう
[0:43:19] sigumo_yuka: みてるよー
[0:43:20] rokata_lota: 分かる
[0:43:20] dokokara_dokomade: みてるぞ
[0:43:20] kiminonamo: わかる
[0:43:21] かみまろ: www
[0:43:21] ayunosioyaki0223: おい
[0:43:22] 哀れな人の子: あれね
[0:43:22] 縮緬雑魚: ｗｗ
[0:43:22] にわすずめ: わかる
[0:43:22] 梨一: おい
[0:43:23] てんかすごはん: おい
[0:43:24] gungnill: おい
[0:43:24] しらたま団子: わかる
[0:43:25] mibuxmibu_: 思ってた
[0:43:26] fenekkunnohito: みるもん
[0:43:26] amaebi____: わかる
[0:43:26] panndaman1: おい
[0:43:27] piisuke0428: たしかに
[0:43:27] kiriru2525: あ
[0:43:28] koniro_: おい
[0:43:28] もんじゃ焼きたべたい: おい
[0:43:28] プラず: おい
[0:43:28] みつおうぎ: おい
[0:43:28] osato9654: おい
[0:43:29] 雪狐0143: おい
[0:43:30] プムプムポリン: おい
[0:43:30] hi_oyu: あ
[0:43:30] 銀河ポテト: おい
[0:43:30] さんさんさん: は？
[0:43:31] pu_tyan: おい
[0:43:31] pepettochan: おい
[0:43:31] kakusaburo: 篩いにかけてる感ある
[0:43:31] ギンナン: おい
[0:43:33] amaebi____: おい
[0:43:33] yona_0724: おい
[0:43:33] coarinko: おい
[0:43:33] ごびょう: おい
[0:43:34] 角角家: は？
[0:43:34] yamugon09: おい
[0:43:35] piisuke0428: は
[0:43:35] remiiiii_28: おい
[0:43:35] syumawok: おい
[0:43:35] omuraisu_nana10: おい
[0:43:35] sjindoa: おい
[0:43:35] aina___10812: おい
[0:43:36] そおお: おい
[0:43:36] yui_1109: おい
[0:43:36] dokukinoco: みてるし、毎回サムネこえーって思ってるわ
[0:43:37] 鉛筆びー: おい
[0:43:37] bota111: おい
[0:43:37] 哀れな人の子: 見るよちゃんと
[0:43:39] night_0915: わこらだ
[0:43:40] piisuke0428: おい
[0:43:40] katsukichi09: わかるわw
[0:43:41] 社畜丸: ゴラ
[0:43:42] kiminonamo: おい
[0:43:43] haru_chan92: まずらだおが見てるやんそれ
[0:43:43] にわすずめ: おい
[0:43:44] しなやかしょうゆ: おい
[0:43:46] charaki_: 見てるしサムネは怖い
[0:43:47] ayunosioyaki0223: ；；
[0:43:47] まぐろォ: ｗｗｗｗｗｗｗｗｗｗ
[0:43:47] nejiro_777: おい
[0:43:48] piisuke0428: みてるよ
[0:43:48] rate_rate_: ホラーダメだから見れない
[0:43:49] yamugon09: しっかりみとるよ
[0:43:49] dokokara_dokomade: ；；
[0:43:50] ichigomilk_252: おい
[0:43:50] 縮緬雑魚: 気にしてんじゃんｗ
[0:43:52] mizuno0624: ；；
[0:43:54] オデち: radaoCry2
[0:43:54] mmoonneeoo: radaoCry2 radaoCry2 radaoCry2
[0:43:55] shilva_0: ;;
[0:43:56] mokkii11: ；；；；
[0:43:57] amy31077: ；；
[0:43:57] koniro_: ;;
[0:43:57] beta97_: ホラー無理だからそれ以外みてる
[0:43:58] bc_moimoi: radaoCry2 radaoCry2
[0:43:58] omuraisu_nana10: ;  ;
[0:43:58] kiminonamo: ；；
[0:43:58] みつおうぎ: 確かに
[0:43:59] 雪狐0143: ；；；；
[0:43:59] crowsuke96: ホラーはちょっと...
[0:44:01] 銀河ポテト: radaoCry2
[0:44:01] mokkii11: 後で見ます
[0:44:01] チョコバナナ食べたいンゴ: radaoCry2 radaoCry2
[0:44:02] ひじき100: 怖くて見れない
[0:44:03] onmini_pei: ホラー苦手
[0:44:03] panndaman1: radaoCry2 radaoCry2
[0:44:03] もんじゃ焼きたべたい: らだお見とるやん
[0:44:03] 鉛筆びー: :    :
[0:44:05] アオミナ: 今見てきたけど確かに怖い
[0:44:06] t_maguna: radaoCry2 radaoCry2
[0:44:06] 雪華0830: radaoCry2 radaoCry2 radaoCry2
[0:44:06] evacoler: こえーよ
[0:44:07] リライトパンダ: radaoCry2
[0:44:07] amaebi____: ；；；；
[0:44:07] noraao17: みんな見に行こう！
[0:44:08] dia11313: radaoCry2 radaoCry2 radaoCry2
[0:44:08] ごり之すけ: やれ
[0:44:08] ｸﾛﾈｺ: radaoCry2 radaoCry2
[0:44:08] ayunosioyaki0223: wwww
[0:44:09] ドコサヘキサエン: a
[0:44:09] 縮緬雑魚: お
[0:44:10] jasmugi: やれ
[0:44:10] tukuyomi513: ；；
[0:44:10] さゃ: ddlc+しよ
[0:44:12] 梨一: やれや
[0:44:13] にわすずめ: ( ；；  )
[0:44:13] はるいろろ: でも題名はおもろいよ
[0:44:13] ドコサヘキサエン: やれ
[0:44:14] denchu_18: やれ
[0:44:16] tanuki_pan: 鈴木らだおさん！？
[0:44:17] suka_c: サムネ怖いwww
[0:44:17] sarami_33: やれ
[0:44:18] ichinomyo_taro: カバンとった?
[0:44:18] ruan_mt9: 弾400…
[0:44:18] まちばり42: やれよ
[0:44:18] rito1725: やって欲しい
[0:44:20] nashu_noike: 鈴木らだおのいじわる！
[0:44:20] kuzu92_: モニパン
[0:44:20] bc_moimoi: やれ
[0:44:21] haihaichan: わこらだ
[0:44:21] yamugon09: 怖いの好きだから見てる
[0:44:21] hi_oyu: やれ
[0:44:21] 哀れな人の子: タイトルのセンスは最高
[0:44:21] かなるる: 今日のサムネは怖くなかった
[0:44:23] amaebi____: 可愛くしたら？
[0:44:24] inasaku1739: シャープ26怖すぎてやばい
[0:44:26] sjindoa: サムネ暗めだから余計怖いんじゃない？
[0:44:26] emitsubo723: 後で登録しに行くね
[0:44:27] having_harumaki: 文芸部以外のホラゲーが明らかにサムネ怖い
[0:44:29] oo1016: 新作出るよな
[0:44:29] ponkichi1228: やろ
[0:44:29] ろーが: 緑くんが怖いってゆうゲーム存在するの？
[0:44:30] しらたま団子: ｗｗｗ
[0:44:32] kiriru2525: もッと食え
[0:44:33] katsukichi09: らだおはやらないの？
[0:44:33] 雪華0830: もう夏だし…やろ？
[0:44:35] ayunosioyaki0223: ないす
[0:44:36] oo1016: ダンガンロンパとかは？
[0:44:36] koniro_: うま
[0:44:38] yona_0724: ないす
[0:44:39] owlf_edamame: すげ
[0:44:39] omottti: わこらだ
[0:44:39] みつおうぎ: あぶな
[0:44:39] もえもん: わこらだ
[0:44:40] himikokichi_06: ないす
[0:44:41] tanuki_pan: radaoNice radaoNice
[0:44:41] 8分19秒: ギアさんがモニター破壊したのあのゲームだぞきになるだろ
[0:44:42] haru_chan92: 今見てきたけど怖いわ笑
[0:44:43] yu_ai89: ないす
[0:44:45] tukuyomi513: ないす
[0:44:46] sunomono8: ないす
[0:44:48] mozuku_0505: ハートエフェクトつけてあげよ
[0:44:49] kanon_nnn: 今北わこらだー！
[0:44:50] coarinko: ひゅ
[0:44:50] にわすずめ: うま
[0:44:50] amaebi____: ないす
[0:44:50] nobume0v0: ないす
[0:44:52] riira0107: ないふ
[0:44:53] かなるる: うっま
[0:44:53] tamagocom: ないす
[0:44:55] れなぽんぽん: ないすう
[0:44:55] piisuke0428: うまい
[0:44:55] koniro_: ないす
[0:44:56] ぎょろっとみかん: うま
[0:44:57] みつおうぎ: ないすぅ
[0:44:59] くろざき: ないす
[0:44:59] 雪狐0143: ないす
[0:45:00] negishio___: うま
[0:45:04] tukuyomi513: うま
[0:45:05] amaebi____: うっま
[0:45:05] kiriru2525: 腰うちうまーい
[0:45:05] piisuke0428: 🐎
[0:45:05] owlf_edamame: うま
[0:45:08] 燐だよ: 昔文芸部してたよね
[0:45:08] pepettochan: うっま
[0:45:10] 8325dsrt: マウス練起こしてあげて
[0:45:10] peace3511: うま
[0:45:11] くろざき: うま
[0:45:11] ruan_mt9: あたるねえ
[0:45:12] suka_c: 誰ww
[0:45:12] kiminonamo: うま
[0:45:13] torafuku59: いまらだみどだけ？
[0:45:13] koniro_: エイムよくね
[0:45:14] 北宮エクストリーム: わこらだ
[0:45:14] haru_chan92: 普通に横にいるじゃん笑
[0:45:15] yururano_0: うっま
[0:45:15] panndaman1: うま
[0:45:18] tanuki_pan: まーるかいてちょん！
[0:45:19] sigumo_yuka: うま
[0:45:19] しらたま団子: だれｗｗｗ
[0:45:25] ごびょう: うんま
[0:45:27] piisuke0428: うまい
[0:45:28] himasugiruhito: らっだぁうまい
[0:45:31] amaebi____: うま
[0:45:32] 鳥野郎の蘭: うまぁい
[0:45:33] dokukinoco: 警察呼んでw
[0:45:35] くろやぎちゃん: うまい
