[0:00:05] むとちゃん: わこら
[0:58:08] muru1113: お
[0:58:09] まっちゃくんん: TKCH！？
[0:58:10] asaoka2016: おえ
[0:58:11] sakasameb: 草
[0:58:11] momoka728: かわいいw
[0:58:11] ilovecarpcarp: 草
[0:58:12] obanatti: 草
[0:58:13] kuromagu2580: 草
[0:58:14] yjusn114514: いらない
[0:58:16] frnspn101: 草
[0:58:16] こっぽそ: ちなみにこの機能だと視聴者も共有されるみたいだよ
[0:58:16] 0_Shiina: やだ
[0:58:18] むとちゃん: 草
[0:58:18] Yuu6210_blue: 草
[0:58:19] muru1113: 草
[0:58:21] こっぽそ: 草
[0:58:23] yotuba0428: いきなり出てこないで草はえる
[0:58:23] 赤次郎: 海外のプレイヤーだとよく聞く音
[0:58:24] nikkorikun: まじでモトキやん
[0:58:26] frnspn101: 臭
[0:58:27] momoka728: 残尿音？w
[0:58:29] Aqution: 需要がないから
[0:58:34] dante56565: 共有はされるけど向こうのコメントはこっちには見えない
[0:58:36] tarutarusouce: 背景変身中ぽくて草
[0:58:42] momizi315: そういう機能やで
[0:58:43] akikangg: お前最低だから昨日の動画みるわ
[0:58:45] でどすた: リスナーも共有されるだと？
[0:58:56] 0_Shiina: アデュー
[0:58:56] momoka728: にてるわー
[0:58:57] でどすた: 詳しいっすね
[0:58:57] あるたー: フォロワーいない人がホストしても意味ない感ある
[0:58:58] ゆもすやん: 草
[0:59:12] yozakusa: みじめしゃちょうは？
[0:59:14] mugnum0109new: チャットwwww
[0:59:19] ume1001: 東海オンエアの方が好き
[0:59:22] mugnum0109new: ロシア語わっかんね
[0:59:25] でどすた: その手のは東海オンエアしか見てないわ
[0:59:33] こっぽそ: ねえ、この機能インサイドの時に考察枠で使いたいんだけどダメなん
[0:59:34] akikangg: 日本語わかんない
[0:59:40] takoyaki_0911: 東海オンエアはおもしろいぞ
[0:59:41] kawiwawre: ロシア語れいかちゃんおらんからなぁ・。・；
[0:59:45] nikkorikun: おい
[0:59:45] 0_Shiina: あ
[0:59:46] muru1113: あ
[0:59:47] まっちゃくんん: おい
[0:59:49] asaoka2016: ばーか
[0:59:49] meruizu: おい
[0:59:49] mugnum0109new: あ
[0:59:50] ilovecarpcarp: あ
[0:59:50] yozakusa: おい
[0:59:51] i_n_a_k: おい
[0:59:51] yotuba0428: あ
[0:59:51] frnspn101: おい
[0:59:54] chosuuu: おい
[0:59:54] yjusn114514: あ
[0:59:54] asaoka2016: 無能
[1:00:03] momoka728: 有能
[1:00:11] akikangg: さす無能
[1:00:11] 赤次郎: え、がちロシア人？
[1:00:18] kawiwawre: がち
[1:00:32] 空き缶222: ロシア人翻訳→どこ新しいシーズンタイタンズの攻撃？
[1:00:40] totasu9: miotosi~ は草
[1:00:43] おいよ: 鬼ってフワッティーだったっけ、足早かったんだけど
[1:00:47] nikkorikun: わんち
[1:00:50] 0_Shiina: わんち
[1:00:50] muru1113: わんち？
[1:00:50] momoka728: わんち
[1:00:50] kawiwawre: you know
[1:00:51] nekotori222: はぁ
[1:00:53] mugnum0109new: 犬の家
[1:00:53] kawiwawre: わんち
[1:00:53] sugto: わんち？
[1:00:54] tositosi1011: うんち
[1:00:55] kuromagu2580: お手
[1:00:56] まっちゃくんん: 湾地
[1:00:56] yozakusa: wanch
[1:00:56] yjusn114514: アスレ放送
[1:00:58] yotuba0428: わんち
[1:01:00] chosuuu: わんちってなんですか？
[1:01:01] kanae001: わんち
[1:01:02] akikangg: おかわり
[1:01:02] あるたー: radernokaoMeshinderu <わんち！
[1:01:02] Rain_tan: わんち
[1:01:03] kawiwawre: BAW
[1:01:08] でどすた: 呼んだワン？
[1:01:08] yozakusa: 草
[1:01:11] Aoringo_20: わんち
[1:01:28] dondon3021: らっだぁの声が時たま二重に聞こえるんだけどTwitchが悪いの？
[1:01:30] mugnum0109new: 隠のアスレ簡単にしたら隠くっそ難くなるぞ
[1:01:50] 空き缶222: 翻訳→エールは誰ロシア性交しますか？
[1:01:52] asaoka2016: I have a lot of friends
[1:02:14] yozakusa: nooooooob
[1:02:22] akikangg: へったぁ
[1:02:23] kawiwawre: 翻訳兄貴まじ有能
[1:02:25] tositosi1011: ka
[1:02:33] tositosi1011: ks
[1:02:34] asaoka2016: RIP
[1:02:37] 0_Shiina: ？
[1:02:37] わ29: ん？
[1:02:37] muru1113: はい
[1:02:38] yozakusa: うま
[1:02:38] Naschyz: はい
[1:02:41] Aoringo_20: はい
[1:02:42] kawiwawre: はい
[1:02:44] kuromagu2580: へったぁ
[1:02:44] momizi315: はい
[1:02:45] meruizu: はい
[1:02:46] akikangg: お前アスレ下手だから昨日の人狼見てくるわ
[1:02:46] chosuuu: ラグの次は床ですか
[1:02:47] totasu9: はぁ
[1:02:54] yozakusa: nnnooobbb
[1:02:59] あろすて: ごっこ以外にイージーモードないの？
[1:03:00] nikkorikun: へた
[1:03:02] killua_zaoldyeek: やっぱアスレ上手いらっだぁさんは魅せてくれますね！
[1:03:04] 0_Shiina: は？
[1:03:04] nikkorikun: ？
[1:03:05] わ29: え？？
[1:03:05] muru1113: は？
[1:03:07] sugto: ？
[1:03:08] kawiwawre: ？
[1:03:09] 空き缶222: ？
[1:03:09] yotuba0428: ？
[1:03:09] ilovecarpcarp: は？
[1:03:10] asaoka2016: は？
[1:03:10] zex0529: は？
[1:03:10] hacchi_kiki: は？
[1:03:12] Aoringo_20: ？
[1:03:12] kuromagu2580: ？？？？
[1:03:13] わ29: きみおっさんだよね
[1:03:15] mugnum0109new: 一方通行か
[1:03:17] yjusn114514: は？
[1:03:21] いこまき: ha?
[1:03:21] takoyaki_0911: らっだぁ女の子なの？
[1:03:24] 赤次郎: noobはWoTだけで十分やからやめて・・・
[1:03:27] まっちゃくんん: はぁ
[1:03:30] わ29: なんで？
[1:03:35] kawiwawre: はぇ～^
[1:03:40] totasu9: 違うんか...
[1:03:40] 0_Shiina: へー
[1:03:41] asaoka2016: 女の子と男の子の違いってなにー？
[1:03:51] nikkorikun: ボルトさんは
[1:03:51] yjusn114514: コラボ相手ようやく分かったわ、らっだぁの彼氏やろ
[1:03:52] akikangg: 殺る気マンマンですね
[1:03:53] ilovecarpcarp: おぉ
[1:03:54] totasu9: @asaoka2016 それはね!!
[1:03:57] nikkorikun: はい
[1:03:59] muru1113: はい
[1:04:01] Aoringo_20: はい
[1:04:01] asaoka2016: それは？
[1:04:03] milddaynodoka: はい
[1:04:03] muru1113: おい
[1:04:03] ilovecarpcarp: へったぁ
[1:04:03] frnspn101: やるねぇｗ
[1:04:05] kuromagu2580: はい
[1:04:06] 0_Shiina: はい
[1:04:07] kawiwawre: コラボ者はXXハンターやぞ
[1:04:07] yozakusa: ん？
[1:04:08] akikangg: そうだね
[1:04:08] 空き缶222: はい
[1:04:08] nikkorikun: 不正
[1:04:11] hacchi_kiki: 歪
[1:04:14] Yuu6210_blue: 逝ける？
[1:04:15] yjusn114514: 不正
[1:04:16] Nightbot: willianbranda01 -> I'm sorry, did I break your concentration? [stop spamming caps] [warning]
[1:04:17] takoyaki_0911: 不正
[1:04:17] yozakusa: 戻ってきた
[1:04:17] わ29: できてない
[1:04:20] akikangg: できてなかった
[1:04:30] ilovecarpcarp: できてなかったぞー
[1:04:35] ととのん: 殴れてはいるぞ
[1:04:41] ととのん: お前倒したのそいつやし
[1:05:00] まっちゃくんん: おい
[1:05:14] スパルタン: いや、速攻５６されたけど
[1:05:14] hacchi_kiki: じゃあなぜ復活部屋に？
[1:05:18] ピサロナイト: さすがデバック、バグしかない
[1:05:43] dante56565: 殴れてなかったらもっと早く言ってるだろ
[1:05:44] nikkorikun: デッバグ
[1:05:47] yozakusa: え？
[1:05:48] ととのん: は？
[1:05:49] ピサロナイト: この後なんかやるん？
[1:05:49] 0_Shiina: ？
[1:05:51] kawiwawre: は？
[1:05:51] いこまき: は？
[1:05:52] Aoringo_20: は？
[1:05:54] スパルタン: 他のはしなくて大丈夫か
[1:05:54] tositosi1011: ごみ
[1:05:54] akikangg: 堕ちるね堕っつぅ
[1:05:54] milddaynodoka: は？
[1:05:55] いこまき: この後は
[1:05:56] tamago0426: ぐだってる
[1:05:56] totasu9: じゃあpubgやれ
[1:05:57] asaoka2016: は？
[1:05:59] kawiwawre: なにもしないんくらふとやって
[1:06:02] kuromagu2580: おっつう
[1:06:03] nikkorikun: 堕っつぅ
[1:06:03] milddaynodoka: PUBG!!
[1:06:08] まっちゃくんん: よーしPUBGやろう？
[1:06:10] 0_Shiina: PUBG
[1:06:10] zex0529: マ？
[1:06:11] yotuba0428: pubgやろう
[1:06:11] chosuuu: それじゃPUBGやりますか
[1:06:11] ととのん: PUBGするなら終わりにしていいよ
[1:06:15] わ29: やれよ
[1:06:15] tositosi1011: 箱箱箱羽
[1:06:15] asaoka2016: pubg
[1:06:16] kawiwawre: 超会議すき
[1:06:17] yozakusa: つべは？
[1:06:17] 空き缶222: お？
[1:06:21] わ29: すぷらしてるけど
[1:06:22] muru1113: PUBG
[1:06:23] dondon3021: ジェイソンしてほしい
[1:06:24] Aqution: もうみんな知ってるやろ
[1:06:24] kawiwawre: パコりてぇ～wwwww
[1:06:24] ピサロナイト: 会員じゃなくて青パコ一回もしたことないから早めにお披露目してもらいたい
[1:06:26] killua_zaoldyeek: 久しぶりにシャドバやってみて
[1:06:29] nikkorikun: PUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれ
[1:06:30] rYou1206: こっからはじまるなにもしないんくらふと
[1:06:32] まっちゃくんん: うん
[1:06:33] いこまき: 面白い
[1:06:35] noroshi136: ジェイソン見たいわ
[1:06:35] yuzupon0808: 青缶の方がいいやろ
[1:06:35] 0_Shiina: おもしろい
[1:06:35] teto_gbf: うん
[1:06:36] dejitari: 面白い
[1:06:36] gohantubu3: うん
[1:06:36] yotuba0428: うん
[1:06:37] asaoka2016: pubgドンかつ食うまでやれ
[1:06:37] こっぽそ: 面白い
[1:06:37] Shimon394: 面白い
[1:06:39] piitan46: うん
[1:06:39] ピサロナイト: 見てるんじゃなくてラジオ代わりだから
[1:06:40] tositosi1011: からかえる
[1:06:41] muru1113: おもろい
[1:06:41] meruizu: 面白い
[1:06:41] あるたー: 面白いよ
[1:06:41] chosuuu: 面白いから観てる
[1:06:41] kawiwawre: アンテして♡
[1:06:42] rejiguru: らだのしかみてない
[1:06:42] むとちゃん: おもろい
[1:06:42] kuromagu2580: うん
[1:06:42] purapura2929: じぇいそん
[1:06:42] floatingrass: みてない
[1:06:44] asaoka2016: ぅいうまい
[1:06:44] rejiguru: おもしろい
[1:06:45] hacchi_kiki: 正直見てない
[1:06:46] でどすた: らっだぁグウェントっていうカードゲームやってよ
[1:06:47] piitan46: 面白い
[1:06:47] totasu9: 下手なのはわかってるよ
[1:06:48] Yuu6210_blue: おもしろい
[1:06:48] Aqution: ジェイソンがいい
[1:06:48] Aoringo_20: ジェイソンみたい
[1:06:49] milddaynodoka: Withリスナーが好き
[1:06:50] rejiguru: (リスナーが)
[1:06:53] teto_gbf: らっだぁのおちゃめ機能好き
[1:06:53] わ29: 下手なのがおもしろいんだよ４ね
[1:06:55] waiwai705: みどりくんみたい
[1:06:56] yozakusa: 13日の金曜日
[1:06:56] きゅの: 上手い人見てもおもんないで
[1:06:58] tamago0426: おもしろいと思ったるからやろう
[1:07:02] Yuu6210_blue: ジェイソンも面白い
[1:07:05] noroshi136: 運営とやるの好き
[1:07:05] わ29: わいの通知かとおもたやんけ４ね
[1:07:06] 空き缶222: 萎えソン
[1:07:09] いこまき: ジェイソンこｙ
[1:07:14] shobosuke_anti: 今来ました 今はどうな状況なんですか？(´・ω・｀)
[1:07:15] zex0529: 手相見てるよりかは面白い
[1:07:16] 0_Shiina: 緑くんとやろう
[1:07:18] tositosi1011: めいそん
[1:07:21] kawiwawre: 畳すき
[1:07:21] fairy_fps: ジェイソン
[1:07:22] まっちゃくんん: いいね
[1:07:29] dejitari: ジェイソンこわい
[1:07:30] いこまき: おっ
[1:07:30] ピサロナイト: おめ
[1:07:32] あめれう: ジェイソン修行枠
[1:07:33] Aoringo_20: らっだぁの実況してるところが見たいんやで
[1:07:33] noroshi136: お
[1:07:35] スパルタン: 昨日のジェイソンめっちゃ面白かった
[1:07:37] わ29: おめでと
[1:07:37] まどちゃん: あ
[1:07:38] sugto: お
[1:07:38] nikkorikun: 草
[1:07:38] おいよ: 残り300秒切ってるのに復活できたよ
[1:07:39] meruizu: おめ
[1:07:40] milddaynodoka: おお
[1:07:41] ilovecarpcarp: おめ
[1:07:42] chosuuu: 歩く暴力犯罪さん！？
[1:07:43] muru1113: 草
[1:07:43] 0_Shiina: やだぁ
[1:07:43] ピサロナイト: ただのデバックなのにｗｗｗ
[1:07:43] tositosi1011: くさ
[1:07:44] ととのん: あ
[1:07:45] スパルタン: 草
[1:07:45] kawiwawre: 歩く暴力犯罪者
[1:07:46] Yuu6210_blue: やだー！ｗ
[1:07:46] でどすた: 歩く暴力犯罪？
[1:07:46] Aqution: 歩く殺人なんたらさん
[1:07:49] aiueoooooonn: おめ
[1:07:50] あっとまーくゆずる: 歩く暴力犯罪さん！？
[1:07:54] teto_gbf: おめ
[1:07:55] むとちゃん: 歩く暴力犯罪
[1:08:03] frnspn101: 歩く暴力犯罪さん！？
[1:08:05] killua_zaoldyeek: どうでもいい時に告知するなかなか酷な公式さん
[1:08:11] kawiwawre: やっぱTwitchの中の人らだリス説濃厚やな
[1:08:16] nikkorikun: かいかいかいかいかい
[1:08:16] takoyaki_0911: 歩く暴力犯罪のデバッグを告知
[1:08:17] yjusn114514: GTA5すきもっとやれ
[1:08:21] asaoka2016: GTAでもいいよ
[1:08:21] kawiwawre: kin
[1:08:27] kawiwawre: アンテして♡
[1:08:30] ピサロナイト: おっつぅ
[1:08:34] まっちゃくんん: ジェイソンかPUBGいこかー
[1:08:34] yuufe5501: じゃあGTAやろう
[1:08:36] morahara_: 糸は？
[1:08:37] KBnjgn: モンスト超絶さん？
[1:08:37] サイベリアン: おっつう
[1:08:39] 0_Shiina: おっつぅ
[1:08:40] 梨一: おっつぅ
[1:08:41] Aqution: お前GTA飽きただろ
[1:08:42] 空き缶222: おっつぅ
[1:08:43] haduki_09: おっつぅ
[1:08:44] tarutarusouce: おっつう
[1:08:45] muru1113: PUBGかGTA
[1:08:45] yozakusa: おっつぅ
[1:08:45] むとちゃん: おっつぅ
[1:08:45] kawiwawre: よし！アンテだな！
[1:08:45] ilovecarpcarp: おっつぅ
[1:08:46] ピサロナイト: PUBG、もしくは13金待ってるで
[1:08:47] noroshi136: おっつぅ
[1:08:50] kawiwawre: おっつぅ
[1:08:51] yjusn114514: おっつぅ
[1:08:51] shobosuke_anti: おっつぅ
[1:08:52] meruizu: おっつぅ
[1:08:52] yuzupon0808: らだおジェイソンやって
[1:08:52] まどちゃん: おっつぅ
[1:08:52] milddaynodoka: おっつぅ
[1:08:55] 0_Shiina: GTAにするかwwww
[1:08:57] takoyaki_0911: おっつぅ
[1:08:57] Aoringo_20: おっつぅ
[1:08:58] yotuba0428: おっつぅ
[1:09:01] ととのん: リスナーとPUBGしろ
[1:09:04] おいよ: おっつぅ
[1:09:05] ととのん: おっつぅ
[1:09:05] fairy_fps: おっつぅ
[1:09:05] Liar_0219: おっつぅ
[1:09:08] Niko0229: おっつぅ
[1:09:09] sugto: おっつぅ
[1:09:12] dante56565: おっつぅ
[1:09:12] dejitari: おっつぅ
[1:09:14] asaoka2016: このあと放送するん？
[1:09:16] ポフロン: おっつぅ
[1:09:18] tamago0426: おっつぅ
[1:09:18] cia7460: おっつぅ
[1:09:19] ピサロナイト: 放送せずにやってもいいけどリスナーが気づいてるバグにお前が気が付けるかって問題やで
[1:09:20] yozakusa: みんなもおっつぅ
[1:09:22] ﾀﾅｶﾏﾝ: おっつぅ
[1:09:24] じょけなす: おっつう。
[1:09:30] yanshi0913: おっつぅ
[1:09:30] まっちゃくんん: いいよ
[1:09:30] スパルタン: ちなみに抽選結果発表って明日の夜？
[1:09:31] ととのん: ぷｂｇ
[1:09:31] yanshi0913: ほな
[1:09:32] いこまき: いいよ
[1:09:33] 0_Shiina: いいよ
[1:09:33] muru1113: いいよ
[1:09:35] meruizu: いいよ
[1:09:35] いこまき: PUBGしろ
[1:09:36] kawiwawre: いいよ
[1:09:37] 梨一: お
[1:09:38] ilovecarpcarp: なにするん？
[1:09:38] milddaynodoka: やーろお
[1:09:39] asaoka2016: しろ
[1:09:40] kuromagu2580: やったぜ
[1:09:40] わ29: 青鬼
[1:09:41] yotuba0428: pubg
[1:09:43] ピサロナイト: HD青鬼のワールドデバックって終わった？
[1:09:45] nikkorikun: PUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれPUBGやれ
[1:09:48] Liar_0219: して欲しいです
[1:09:48] masa0763: なにもしないんくらふと
[1:09:48] yjusn114514: アンテ
[1:09:49] yuzupon0808: 114
[1:09:49] Shimon394: PUBG期待
[1:09:49] asaoka2016: しなかったら殺す
[1:09:50] あろすて: ベイン久しぶりにやって
[1:09:51] kawiwawre: アンテして♡アンテして♡アンテして♡うんちして♡
[1:09:54] ぎんじろう_: なにもしないんクラフトは？
[1:09:56] dante56565: ずっとデバッグでいいよ
[1:09:57] yjusn114514: GTA
[1:09:58] Aoringo_20: 13日の金曜日やって〜
[1:10:00] りざーお: ジェイソン
[1:10:03] いこまき: やー↓
[1:10:03] yanshi0913: なにもしないんくらふと
[1:10:03] tamago0426: じぇいそん
[1:10:04] スパルタン: 生活鯖落ちてるぞ
[1:10:07] 0_Shiina: 雑談
[1:10:20] あんぱん1227: ｌ4ｄ2222222222
[1:10:26] takoyaki_0911: 女の子の日クラフトやれ
[1:10:33] Aqution: らっだぁにテスト勉強よりデバックが大事って言われた
[1:10:35] スパルタン: は？
[1:10:37] shobosuke_anti: まじか(´・ω・｀)
[1:10:37] Aoringo_20: は？
[1:10:39] asaoka2016: は？
[1:10:40] muru1113: は？
[1:10:41] まっちゃくんん: ；；
[1:10:41] いこまき: は？
[1:10:42] kuromagu2580: は？
[1:10:43] yuzupon0808: は？
[1:10:43] teto_gbf: は？
[1:10:43] yotuba0428: え？
[1:10:44] でどすた: ゆるさん
[1:10:44] yjusn114514: は？
[1:10:45] じょけなす: は？
[1:10:45] 0_Shiina: は？
[1:10:45] nikkorikun: は？
[1:10:46] asaoka2016: 殺すぞ？
[1:10:52] energy711: なにもしないしろ
[1:10:53] ととのん: PUBGのために放送来たんだけどなあおいマテよお前
[1:10:55] tamago0426: それはあかん
[1:10:56] kawiwawre: 明日木曜だぞ
[1:10:57] でどすた: ぜったいにゆるさん
[1:10:59] meruizu: 上げて落とさないで
[1:11:00] yjusn114514: 末代まで呪うからな
[1:11:01] ilovecarpcarp: まだ10時だよ？？？？？る
[1:11:01] yuzupon0808: 掘るぞ
[1:11:02] rYou1206: 雑談しろ
[1:11:15] りざーお: 期待させてそれはない
[1:11:17] shobosuke_anti: 野獣先輩よぶぞ
[1:11:17] nxne_: PUBGしーて・。・
[1:11:18] Aqution: 生活鯖だいじょぶ？
[1:11:18] masa0763: 久しぶりにhypixel鯖とか
[1:11:19] morahara_: 糸やんないのか
[1:11:20] kawiwawre: ゴキブリ郵送するぞ
[1:11:23] Liar_0219: 明日の1限自主休講するからこのままして欲しい！
[1:11:24] teto_gbf: 殺すはダメ穀すって言わないと
[1:11:25] asaoka2016: まだ夕方
[1:11:26] dante56565: 明日の明日の一週間前の明日は日曜日やぞ？
[1:11:34] gohantubu3: BEN
[1:11:35] muru1113: ピラメキーノ
[1:11:36] shobosuke_anti: BEN
[1:11:38] わ29: どういう意味ですか？
[1:11:41] 0_Shiina: GO!皆川
[1:11:46] kawiwawre: BEN
[1:11:47] わ29: お
[1:11:47] まっちゃくんん: きちゃあああああああああああああああ
[1:11:48] いこまき: わーい
[1:11:49] nikkorikun: お
[1:11:49] じょけなす: お
[1:11:50] ととのん: いいね＾～
[1:11:51] asaoka2016: さすが
[1:11:51] ilovecarpcarp: お
[1:11:52] yotuba0428: きたああああああ
[1:11:52] 0_Shiina: お
[1:11:52] kawiwawre: きた
[1:11:53] haduki_09: お
[1:11:53] kuromagu2580: やったぜ
[1:11:53] meruizu: やった
[1:11:53] yuzupon0808: わーい
[1:11:54] tamago0426: おー
[1:11:55] rYou1206: お
[1:11:56] いこまき: やったぜ
[1:11:57] cia7460: さっすがぁ
[1:11:57] わ29: さすらだ
[1:11:58] yjusn114514: は？
[1:11:59] masa0763: お
[1:11:59] じょけなす: わかってるね〜
[1:11:59] スパルタン: やると思ってたぞ
[1:12:01] kawiwawre: リスナーとやって
[1:12:02] asaoka2016: youknow
[1:12:03] gohantubu3: 神 回 決 定
[1:12:03] Aoringo_20: さすらだ
[1:12:05] killua_zaoldyeek: 最近食べたドン勝はいつ？
[1:12:05] 0_Shiina: ぼっち
[1:12:07] まどちゃん: やったあ
[1:12:07] りざーお: foo↑
[1:12:07] purapura2929: withリスナー期待
[1:12:08] yuzupon0808: らっだぁ大好き♡
[1:12:08] yozakusa: おっつぅー帰るねバイ
[1:12:17] kawiwawre: わいらはお前を信じてたぞ
[1:12:19] shobosuke_anti: らっだぁ優男♡
[1:12:20] dante56565: やる夫くん！？
[1:12:23] yanshi0913: あんま興味ないおっつう
[1:12:25] kuromagu2580: リスナーと
[1:12:27] Makarbanan92: хуй лох 228
[1:12:28] スパルタン: ところで今日はきょーさんとかおらんの？
[1:12:30] 0_Shiina: おお
[1:12:33] kuromagu2580: おっつう
[1:12:35] でどすた: ところでらっだぁってPUBG略さずに言えるの？
[1:12:41] yozakusa: リスナーとやるなら見ていく
[1:12:43] nikkorikun: リスナーとやれリスナーとやれリスナーとやれリスナーとやれリスナーとやれリスナーとやれリスナーとやれリスナーとやれ
[1:12:45] 0_Shiina: まきちゃん
[1:12:47] あんぱん1227: Ann_pan1227
[1:12:49] いこまき: 15maki
[1:12:49] あめれう: amereu
[1:12:49] syuguru0913: ほかいま。
[1:12:50] まどちゃん: Mado0059
[1:12:52] Tumizuki: PUBG:Tumizuki
[1:12:55] nxne_: noel0315__
[1:12:57] yuzupon0808: まきちゃん！？
[1:12:59] takoyaki_0911: 声出しNGなので無理
[1:13:08] Aoringo_20: まきちゃんさん！？、
[1:13:09] tarutarusouce: まきちゃん！？
[1:13:16] yanshi0913: まきおじ！？
[1:13:18] でどすた: まきちゃんの声聞いたことないわ
[1:13:18] shobosuke_anti: 草
[1:13:23] kawiwawre: すきやな
[1:13:34] totasu9: キチガイアンパンマンちゃん！？
[1:13:41] asaoka2016: まきちゃんくんさん様大統領！る
[1:13:58] ととのん: ねえ喋れないんだけどなんでそんな僕のことのけものにするのねえねえねえねえねえねえねえ
[1:14:03] shobosuke_anti: らだお誕生日いつなん？(´・ω・｀)
[1:14:14] 0_Shiina: ボイスチェンジャーつかおう
[1:14:16] kawiwawre: キチリス待機
[1:14:16] totasu9: 11/11だったかと
[1:14:16] yuzupon0808: こy
[1:14:17] teto_gbf: こｙ
[1:14:20] kuromagu2580: こy
[1:14:21] 梨一: こｙ
[1:14:23] KE8190: こy
[1:14:24] asaoka2016: こy
[1:14:25] ilovecarpcarp: こy
[1:14:28] kawiwawre: 5Y
[1:14:32] takoyaki_0911: ひｙ
[1:14:35] yozakusa: サイラダパス
[1:14:37] asaoka2016: それまじ卍？
[1:14:38] yanshi0913: らっだぁの誕生日は11月11日ポッキーの日やで
[1:14:42] nikkorikun: 女
[1:14:43] yuzupon0808: いつも通り冷蔵入るので許して(´；ω；｀)
[1:14:43] わ29: stay
[1:14:45] あろすて: だだんだんだぞ
[1:14:54] kawiwawre: lady
[1:14:57] dante56565: スクアーロさん！？
[1:14:59] でどすた: 上裸と下裸が合わさり最強に見える
[1:14:59] rejiguru: スクアーロさん！？
[1:15:01] あるたー: スクアーロさん！？
