[0:00:04] ピックちゅ: hi
[2:54:34] muru1113: I am doing a live now. So why do not you wait until the listener translates?これいえ
[2:54:35] あずまっくす: クレイジー過ぎるw
[2:54:37] ohkilacky25257: 最悪だよそれw
[2:54:56] ohkilacky25257: マ？
[2:54:57] muru1113: らだらだこれいえ
[2:55:01] ohkilacky25257: 無理だろ
[2:55:06] kousei0315: ネカマかよ
[2:55:07] でどすた: 詐欺るな
[2:55:11] ぐれんぷ: ネカマなんな
[2:55:20] mugnum0109new: 草
[2:55:31] ohkilacky25257: つけられないの？自分で
[2:55:36] aswg8: think you.Playing with me.あってる？
[2:55:49] tiroru0125: あのファックってなんですか？
[2:55:53] milololon: 草
[2:56:01] mugnum0109new: Thank you forに続けた方がいい
[2:56:04] ohkilacky25257: q(ﾟдﾟ )ｸﾀﾊﾞﾚって意味
[2:56:05] hotaru_0309: forをつけてみた方がいいかと
[2:56:07] yanshi0913: しんくゆー笑
[2:56:17] aswg8: なるほど
[2:56:37] ohkilacky25257: 頑張えー
[2:56:54] tiroru0125: ファックってなんですか？
[2:56:58] yamorisan: 今北 わこらだ クレーターなんでやってないん？
[2:57:06] muru1113: 草
[2:57:08] ohkilacky25257: q(ﾟдﾟ )ｸﾀﾊﾞﾚって意味
[2:57:11] ohkilacky25257: 草
[2:57:13] あずまっくす: 草
[2:57:14] ohkilacky25257: マ？w
[2:57:14] milololon: クレーターはさっき終わった
[2:57:15] mugnum0109new: 草
[2:57:18] yanshi0913: ハリーさん！？
[2:57:21] takoyaki_0911: クレーターは終わったぞ
[2:57:26] あずまっくす: 日本人だった！？
[2:57:31] ohkilacky25257: 日本人かよw
[2:57:34] でどすた: 杉山さん！？
[2:57:34] yamorisan: ありがとうございます！
[2:57:37] ohkilacky25257: しかもアリーナw
[2:57:42] mugnum0109new: ボクシング開始
[2:57:54] kousei0315: ファックとは汎用的には「馬鹿野郎」や「死んじまえ」などの罵り言葉として使用される。fuck off! で「失せろ」や「あっち行け」という意味、what a dumb *** は「大馬鹿者」という意味であり、don't *** with me で「馬鹿にするなよ」という意味で使われる。
[2:58:05] yanshi0913: ウィキ先輩
[2:58:07] ohkilacky25257: 貼るなよw
[2:58:17] takoyaki_0911: ウィキ先輩！？
[2:58:23] ohkilacky25257: 出たマチェテw
[2:58:28] kousei0315: チロルさんが好奇心で聞いてたからw
[2:58:38] hotaru_0309: fuckは外国で迂闊に発言しないことをおすすめします
[2:58:58] ohkilacky25257: ↑ダメだぞ絶対に ホントに
[2:59:01] kousei0315: 外国でファックは喧嘩する覚悟いるよ
[2:59:05] milololon: 中指とか立てたらあかんで
[2:59:10] mugnum0109new: ふ◯はやさんが実況するとコミュ力上がるって言ってたよ
[2:59:12] ohkilacky25257: 下手すりゃ命失うから
[2:59:25] milololon: あっちは銃オッケーだしね
[2:59:33] ohkilacky25257: ショットガンで撃つな
[2:59:39] ohkilacky25257: え？w
[2:59:39] でどすた: え？
[2:59:44] yosumin874: えっ
[2:59:48] kousei0315: あ
[2:59:49] mugnum0109new: ん？
[2:59:54] ohkilacky25257: あれ？w
[3:00:08] ohkilacky25257: 今w
[3:00:44] muru1113: どったんみんな
[3:00:50] ohkilacky25257: 優しい
[3:00:59] yosumin874: やさｃ
[3:01:05] ohkilacky25257: こんな人達ばかりだと思うなよ？
[3:01:20] kousei0315: らだおとは大違いで草
[3:01:23] でどすた: いつか半ベソかきそう
[3:01:26] ohkilacky25257: これTwitchコメ拾ってないかな？
[3:01:41] kousei0315: 拾ってないな
[3:01:49] ohkilacky25257: 日本人って聞いた瞬間発狂する奴とか居そうだもんなw
[3:02:04] muru1113: このゲームの時あんまコメ読まないらしい
[3:02:17] でどすた: PUBGはしゃーない
[3:02:17] yanshi0913: 明日の人狼放送に備えて寝ます。
[3:02:19] ohkilacky25257: Twitchだけの時とは違うか…
[3:02:21] yanshi0913: おっつう
[3:02:23] あずまっくす: だいたい韓国とか中国でしょ
[3:02:24] mugnum0109new: Hereやろ
[3:02:28] でどすた: おっつぅ
[3:02:29] milololon: おっつぅ
[3:02:32] muru1113: これこれこれこれ！
[3:02:35] muru1113: おっつぅ
[3:02:40] hotaru_0309: おっつぅ
[3:02:42] あずまっくす: おっつぅ
[3:02:48] mugnum0109new: おっつぅ
[3:02:48] エビル: 冷凍の小さいゼリー持ってきた
[3:02:51] raman645: おっつぅ
[3:03:14] ohkilacky25257: 可哀想
[3:03:14] muru1113: 草
[3:03:21] kousei0315: 外国の人って自分が日本人って言ったら「アメイジング」とか「日本のアニメ面白い」とか言うよ
[3:03:23] ohkilacky25257: 相乗りpart2
[3:03:43] ohkilacky25257: そこ乗るんだw
[3:03:48] muru1113: 草
[3:03:53] Withix3: http://free-gg.com/UydXW6
[3:04:01] ohkilacky25257: ↑なに？
[3:04:05] milololon: 周り注意しろよ
[3:04:06] mugnum0109new: それ車
[3:04:18] エビル: 怖いのでぽちらない
[3:04:19] ohkilacky25257: いつも頼りすぎ
[3:04:24] でどすた: サボるな
[3:04:32] ohkilacky25257: urlなに？
[3:04:39] cnt5626: わこらだ
[3:04:39] ohkilacky25257: まったりすんな
[3:04:50] ohkilacky25257: カッコイイw
[3:04:51] あずまっくす: はいはい姫プ姫プ
[3:04:51] エビル: ひっくり返ったらおもしろくなるぞ
[3:04:51] muru1113: URLの人名前見たことないから気をつけろ
[3:04:57] milololon: 草
[3:05:04] でどすた: おっけい
[3:05:05] takoyaki_0911: 草
[3:05:08] ohkilacky25257: url危ないなぁ
[3:05:10] あずまっくす: 草
[3:05:12] エビル: 謎ダンス
[3:05:13] kousei0315: 開かない方が良いよこーゆーの
[3:05:15] takoyaki_0911: URLマジなんなんなんなん？
[3:05:23] エビル: ｗｗｗ
[3:05:26] ohkilacky25257: やって見ればわかる()
[3:05:29] ohkilacky25257: やめて
[3:05:31] muru1113: おいw
[3:05:33] mugnum0109new: ミュート
[3:05:35] kousei0315: 迷惑メールのもとになったりするで
[3:05:46] ohkilacky25257: ウイルスもある
[3:05:49] cnt5626: 思った以上にここも動いてるんやな
[3:05:59] kousei0315: 経験者は語る
[3:06:04] ohkilacky25257: 音立てすぎw
[3:06:11] でどすた: url心配だからタスク閉じてコメ消してきた
[3:06:20] kousei0315: やるじゃん
[3:06:21] ohkilacky25257: そこまでするかw
[3:06:36] muru1113: 心配症
[3:06:37] ohkilacky25257: てか何故か画質ひっくい
[3:06:40] でどすた: 心配性でな…
[3:06:41] kousei0315: てか、今日少ないな
[3:06:47] ohkilacky25257: ね
[3:06:59] muru1113: これすこ
[3:07:00] ohkilacky25257: ニコニコ行ってきます
[3:07:01] あずまっくす: ニコ生配信してるからね
[3:07:04] kousei0315: おけ
[3:07:04] mugnum0109new: それすき
[3:07:04] milololon: いてらー
[3:07:05] muru1113: いてら
[3:07:08] でどすた: なんで変えたん
[3:07:10] あずまっくす: てらー
[3:07:10] kousei0315: 逝ってらっしゃい
[3:07:13] cnt5626: レパートリーすくな
[3:07:14] cnt5626: てら
[3:07:16] hotaru_0309: てらー
[3:07:17] でどすた: てらー
[3:07:17] yosumin874: てらー
[3:07:22] エビル: 天使が釣れた出会いはー
[3:07:30] muru1113: 草
[3:07:34] kousei0315: きも
[3:07:38] でどすた: 怒られた
[3:08:03] エビル: くるまとられそう
[3:09:16] takoyaki_0911: なにこの雰囲気
[3:09:19] ish12213: 声ある？
[3:09:24] でどすた: 緊迫
[3:09:27] あずまっくす: 無言
[3:09:27] kousei0315: ない？
[3:09:37] milololon: 音切れ？
[3:09:38] ayubou: …？
[3:09:38] yamorisan: 音切れてるぞ
[3:09:43] あずまっくす: ないね
[3:09:43] takoyaki_0911: ????
[3:09:44] kousei0315: イケボだな！
[3:09:53] でどすた: 一瞬切れた？
[3:09:56] kousei0315: 残念
[3:09:57] milololon: 聞こえる
[3:09:57] yosumin874: 聞こえた
[3:10:00] muru1113: 聞こえる
[3:10:02] takoyaki_0911: 聞こえる
[3:10:03] mugnum0109new: 聞こえる
[3:10:06] でどすた: 聞きたくなかった
[3:10:10] hotaru_0309: 最近これ多いね
[3:10:12] takoyaki_0911: 聞こえなくてもいい声が聞こえる
[3:10:16] muru1113: マイク「ふざけんな」
[3:10:26] muru1113: いくな
[3:10:29] takoyaki_0911: いくな
[3:10:37] kousei0315: あっ車
[3:10:40] ohkilacky25257: ただいま
[3:10:47] kousei0315: おかえり
[3:10:49] あずまっくす: おかえり
[3:10:51] hotaru_0309: おかえり
[3:10:51] でどすた: おかえり
[3:10:57] milololon: おかえり
[3:10:58] muru1113: おかえり
[3:11:03] takoyaki_0911: おかえりなさいませ
[3:11:06] あずまっくす: 早かったね
[3:11:27] ohkilacky25257: 音切れたからなんとなく帰ってきたw
[3:11:30] muru1113: そんなこと言ってたのかよ
[3:12:05] ohkilacky25257: 追われてる〜
[3:12:18] kousei0315: カーチェイス
[3:12:22] ohkilacky25257: GTAかな？
[3:12:31] ohkilacky25257: またそれか
[3:12:39] ohkilacky25257: 争い避けてるからね
[3:12:40] takoyaki_0911: おまいう
[3:12:45] ohkilacky25257: 家居た？
[3:12:51] kousei0315: 車にダメージ？
[3:12:53] muru1113: 精神的ダメージ
[3:12:56] takoyaki_0911: チート？
[3:12:56] ohkilacky25257: ダメージバグ？
[3:13:04] ohkilacky25257: 割れ特有の？
[3:13:18] kousei0315: あつ
[3:13:50] ohkilacky25257: モロおるやんw
[3:13:53] takoyaki_0911: あ
[3:13:58] milololon: あ
[3:14:01] milololon: はい
[3:14:02] yosumin874: あ
[3:14:02] ohkilacky25257: はい
[3:14:03] muru1113: おい
[3:14:03] kousei0315: 雑魚
[3:14:03] hotaru_0309: はい
[3:14:04] takoyaki_0911: おい
[3:14:04] mugnum0109new: あ
[3:14:07] ohkilacky25257: gm
[3:14:11] kousei0315: はいはい
[3:14:12] mugnum0109new: はいこんな日
[3:14:12] でどすた: なんでそっち行ったん
[3:14:16] takoyaki_0911: こんな日こんな日
[3:14:17] ohkilacky25257: はいはい こんな日こんな日
[3:14:22] aswg8: 見た時点で凸しろよ
[3:14:24] hotaru_0309: もっかい
[3:14:25] あずまっくす: はいはいこんな日こんな日
[3:14:44] nagi_uni01: リスナーとやろ
[3:14:49] aswg8: フレンドとできないの？
[3:14:50] mugnum0109new: ラストやろ
[3:14:58] ohkilacky25257: お友達居ないの？
[3:15:00] takoyaki_0911: もう1回外人とやろ
[3:15:01] kousei0315: 社会人じゃないのかよ
[3:15:06] milololon: リスナー今誰もいないね
[3:15:06] muru1113: I am doing a live now. So why do not you wait until the listener translates?相手マイク持ちだったら言って
[3:15:11] ohkilacky25257: 分かればいいんだ
[3:15:15] kousei0315: ナメクジとしてまだまだ
[3:15:26] nagi_uni01: おつー
[3:15:27] kousei0315: は？
[3:15:30] yosumin874: は？
[3:15:31] hotaru_0309: は？
[3:15:32] muru1113: は？
[3:15:32] takoyaki_0911: は？
[3:15:33] mugnum0109new: もっかい
[3:15:34] raman645: は？
[3:15:35] でどすた: は？
[3:15:35] milololon: は？
[3:15:38] ohkilacky25257: イイトコなしじゃねぇか
[3:15:42] ayubou: は？
[3:15:51] kousei0315: 明日からゴールデンウィークやぞ
[3:15:52] ohkilacky25257: お前はこんなんでいいの？
[3:15:53] hotaru_0309: 明日、土曜やぞ
[3:15:54] mugnum0109new: 嘘つくな
[3:15:56] ohkilacky25257: 逝くの？
[3:15:59] muru1113: ？？？？
[3:16:00] ayubou: 超会議行くんだけどらだどこにいる？
[3:16:04] takoyaki_0911: 行かないくせに
[3:16:05] kousei0315: おっそ
[3:16:08] mugnum0109new: おっそ
[3:16:10] ohkilacky25257: おっそぉ
[3:16:10] takoyaki_0911: おっそ
[3:16:17] でどすた: 遅過ぎな
[3:16:22] ohkilacky25257: 超会議(部屋)
[3:16:28] aswg8: 明日も学校だよ
[3:16:33] mugnum0109new: もっかいやろ
[3:16:34] hotaru_0309: もっかい
[3:16:37] kousei0315: よし
[3:16:38] ohkilacky25257: 終われたらそれはそれで問題
[3:16:44] ohkilacky25257: 死ぬやんw
[3:16:46] muru1113: ドン勝いこ
[3:16:50] でどすた: 無理
[3:17:01] ohkilacky25257: 頑張れ
[3:17:09] ohkilacky25257: CurseLit CurseLit PeoplesChamp CurseLit PeoplesChamp CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit
[3:17:17] ohkilacky25257: CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit
[3:17:19] yosumin874: 炎上
[3:17:20] でどすた: 炎上
[3:17:23] kousei0315: 炎上してて草
[3:17:27] mugnum0109new: 永沢君
[3:17:37] あずまっくす: 眠いから寝るわーみんなおっつぅー
[3:17:37] mugnum0109new: GWにやろ
[3:17:40] ohkilacky25257: リスナーと当たるまでやろう
[3:17:41] aswg8: 英語勉強してからな
[3:17:42] mugnum0109new: おっつぅ
[3:17:42] muru1113: 英語の勉強してからにしろ
[3:17:49] kousei0315: 抜きどころ
[3:17:54] milololon: 私も落ちます。おっつぅ
[3:17:57] ohkilacky25257: 屈伸運動してる？
[3:17:58] kousei0315: おつ
[3:18:04] mugnum0109new: おつ
[3:18:05] hotaru_0309: おっつぅ
[3:18:08] muru1113: おっつぅ
[3:18:09] takoyaki_0911: おつー
[3:18:10] でどすた: おっつぅ
[3:18:32] ohkilacky25257: 全国の加藤を敵に回したな
[3:18:48] ohkilacky25257: 福田ってやつマジウザくね？
[3:18:56] muru1113: わかるー
[3:19:01] ohkilacky25257: SAX
[3:19:04] kousei0315: 修也ってやつ、まじうざくない？
[3:19:10] ohkilacky25257: ホントそれ〜
[3:19:19] でどすた: まじでそれ
[3:19:26] ohkilacky25257: やっちゃう？
[3:19:30] mugnum0109new: 具志堅タイム
[3:19:30] ohkilacky25257: ボクシングしようか
[3:19:35] kousei0315: 殺っちゃおうか？
[3:19:35] でどすた: ボクシングチャンス
[3:19:39] muru1113: てかまびらっだぁっていうやつ異臭するんだけどー。
[3:19:40] takoyaki_0911: ゴングが鳴る
[3:19:41] hotaru_0309: サンドバッグ部みしたれ
[3:19:45] ohkilacky25257: カーン
[3:19:48] muru1113: まびw
[3:20:19] ohkilacky25257: 広さの割に何もねぇ
[3:20:28] mugnum0109new: ほぼ何もなくて草
[3:20:34] でどすた: こんな何もかもないことあるか
[3:20:36] takoyaki_0911: シングルという名のぼっち
[3:20:37] kousei0315: 何いってんねん
[3:20:45] ohkilacky25257: ぼっちなんですねわかります
[3:20:52] kousei0315: 運には見放された模様
[3:20:59] でどすた: ARサプ？
[3:21:14] ohkilacky25257: 一昨年の誕生日は見てて哀しくなるレベルだった…
[3:21:34] kousei0315: フォーク２つ…
[3:21:39] ohkilacky25257: ；；
[3:21:49] ohkilacky25257: セブンの定員最高かよ；；
[3:21:55] kousei0315: １人誕生日ぃー！
[3:22:08] ohkilacky25257: ヤバイ涙出てきたw
[3:22:21] kousei0315: この世から1抜け
[3:22:25] takoyaki_0911: 誕生日にいい思い出ないわ
[3:22:30] ohkilacky25257: ；；
[3:22:44] kousei0315: 泣きそうやわ
[3:23:11] ohkilacky25257: はい
[3:23:11] でどすた: はい
[3:23:13] takoyaki_0911: はい
[3:23:16] yosumin874: はい
[3:23:17] mugnum0109new: はい
[3:23:17] hotaru_0309: はい
[3:23:19] kousei0315: 13分も要らなかった模様
[3:23:21] aswg8: おつ
[3:23:22] ohkilacky25257: 相手もこっちもAiMカバガバ
[3:23:24] muru1113: はっや
[3:23:30] ohkilacky25257: こんな日が過ぎるぞ
[3:23:35] yosumin874: 有言実行
[3:23:45] mugnum0109new: くっ
[3:23:52] kousei0315: くっころ
[3:23:54] aswg8: 72→ない
[3:23:55] mugnum0109new: おっつぅ
[3:24:02] ayubou: おっつう
[3:24:05] hongome39: おっつう
[3:24:06] takoyaki_0911: おっつぅ
[3:24:06] yamorisan: おっつぅ
[3:24:10] ohkilacky25257: おっつぅ
[3:24:13] hotaru_0309: 明日の人狼は荒らされないといいね
[3:24:16] kousei0315: それてはツイッチ民の皆様！サラダバー！
[3:24:18] hotaru_0309: おっつぅ
[3:24:18] takoyaki_0911: 言い訳すんな
[3:24:24] yosumin874: おっつぅ
[3:24:25] ohkilacky25257: ヒルトンソンはんj
[3:24:26] muru1113: おっつぅ
[3:24:28] aswg8: おっつぅ
[3:24:29] ohkilacky25257: おっつぅ
[3:24:31] mugnum0109new: 悪夢
[3:24:32] takoyaki_0911: 悪夢
[3:24:32] 海人の寂: おっつぅ
[3:24:32] ayubou: 悪夢
[3:24:33] ohkilacky25257: 悪夢
[3:24:36] hotaru_0309: 悪夢
[3:24:37] yosumin874: 悪夢
[3:24:38] kousei0315: おつー！
[3:24:38] takoyaki_0911: 超会議行け
[3:24:38] muru1113: 悪夢
[3:24:41] 海人の寂: 悪夢
[3:24:41] ohkilacky25257: はーいw
[3:24:42] hotaru_0309: おっつぅ
[3:24:45] ohkilacky25257: 土産なんてあるか
[3:24:55] ohkilacky25257: *-ω-)ﾉ"ばいちゃ
[3:24:57] エビル: おっつぅ
